Med_HHD_Inc_Thousands_ACS__,pct_Renter_Occp_HU_ACS__,pct_Vacant_Units_ACS__,pct_Not_HS_Grad_ACS__,pct_College_ACS__,pct_NH_Blk_alone_ACS__,Pct_No_Health_Ins_CALCULATED_ACS__,Med_HHD_Inc_Thousands_ACS___Neighbor_Avg,pct_Vacant_Units_ACS___Neighbor_Avg,pct_Renter_Occp_HU_ACS___Neighbor_Avg,Cluster_1,Cluster_2,Cluster_3,Velocity_1Yr,GIDTR
250.001,5.01,0.0,1.62,83.5,0.0,2.71,159.553,5.317,33.793,0,0,0,0.0,53033023902
174.848,30.89,9.22,1.27,64.94,0.0,2.66,155.007,7.85,78.9,0,0,0,0.0,53033024001
160.156,48.98,8.06,1.36,78.19,1.65,0.35,154.006,8.13,90.857,0,0,0,0.0,53033024002
250.001,7.83,7.41,2.47,78.11,0.0,0.89,197.564,8.45,36.41,0,0,0,0.0,53033024100
244.74,18.21,4.55,1.42,87.64,0.21,2.57,191.761,8.123,32.803,0,0,0,0.0,53033024200
99.0,65.39,11.14,4.04,63.38,2.63,2.0,192.121,6.173,32.94,0,0,0,0.0,53033024301
215.862,26.33,5.6,0.58,73.64,0.47,5.48,110.257,8.033,53.57,0,0,0,27.4,53033024302
110.5,62.01,9.01,4.58,72.33,0.95,2.55,158.357,8.96,39.85,0,0,0,0.0,53033024400
250.001,10.48,3.91,2.74,83.05,1.34,0.83,153.167,6.717,44.137,0,0,0,0.0,53033024500
250.001,5.07,5.65,0.27,87.42,1.07,0.93,224.48,3.023,13.43,0,0,0,16.1,53033024601
250.001,5.46,3.06,1.33,88.73,0.87,1.13,146.962,5.803,32.527,0,0,0,16.1,53033024602
118.158,28.89,3.03,5.59,62.83,3.93,3.76,212.501,3.41,13.693,0,0,0,16.1,53033024701
192.898,19.95,1.44,1.61,73.26,1.81,2.68,145.92,3.37,33.34,0,0,0,16.1,53033024703
173.438,24.35,2.1,5.2,66.48,3.15,2.72,156.658,3.477,26.513,0,0,0,16.1,53033024704
142.18,34.09,3.83,3.34,54.55,0.88,7.9,184.207,5.423,20.95,0,0,0,16.8,53033024800
214.063,11.72,8.13,1.91,80.39,0.37,3.38,199.261,7.147,16.5,0,0,0,16.8,53033024901
205.603,8.53,4.46,2.71,77.79,2.14,1.21,210.965,5.973,19.723,0,0,0,16.8,53033024902
246.932,8.41,5.31,3.27,76.83,4.2,3.0,188.011,7.993,25.763,0,0,0,0.0,53033024904
250.001,6.88,13.15,0.79,89.95,0.0,1.22,222.199,5.967,9.553,0,0,0,0.0,53033024905
158.918,30.7,5.96,4.88,71.64,2.12,3.76,204.423,2.95,17.57,0,0,0,16.1,53033025001
155.114,39.71,4.87,2.1,71.97,2.76,2.88,175.379,3.757,26.087,0,0,0,0.0,53033025005
178.5,28.34,2.93,1.49,73.2,0.65,0.92,135.775,4.747,44.017,0,0,0,17.8,53033025006
137.632,39.95,3.58,2.38,70.65,4.35,0.6,212.831,6.487,13.803,0,0,0,0.0,53033025007
240.714,18.2,0.94,0.0,76.03,0.0,3.27,166.096,4.47,23.203,0,0,0,0.0,53033025008
120.286,39.15,0.0,2.65,48.77,3.67,11.06,103.503,4.593,39.767,0,0,0,19.1,53033025101
127.234,23.94,1.66,1.97,52.19,3.15,5.53,110.26,3.357,35.153,0,0,0,19.1,53033025103
132.625,15.92,0.0,11.64,46.0,1.76,4.56,138.155,0.907,23.527,0,0,0,19.1,53033025104
104.833,23.19,2.66,13.76,35.3,1.81,6.77,102.998,5.847,52.497,0,0,0,33.6,53033025201
105.405,44.97,2.05,14.85,35.58,2.4,14.48,101.514,4.353,44.037,0,0,0,33.6,53033025202
50.824,82.25,6.69,10.95,29.88,14.3,7.98,107.946,0.817,45.877,0,0,1,70.9,53033025302
93.426,85.86,0.0,2.62,50.89,14.9,8.02,74.232,6.397,70.35,0,0,0,33.6,53033025303
124.167,42.75,5.09,2.99,53.69,5.81,5.64,182.577,2.387,16.2,0,0,0,33.6,53033025304
79.423,69.77,10.4,17.86,34.28,9.32,14.55,91.717,4.943,44.203,0,0,0,19.1,53033025401
92.45,59.03,2.1,18.15,18.37,12.51,12.08,83.522,5.527,64.547,0,0,0,33.6,53033025402
77.869,50.39,10.07,15.64,29.42,6.48,9.99,99.702,4.72,50.913,0,0,0,19.1,53033025500
77.718,38.01,6.18,18.11,34.09,3.02,9.52,86.2,5.263,55.37,0,0,0,21.3,53033025601
166.944,7.49,1.06,7.48,40.77,1.08,6.79,111.253,3.463,29.523,0,0,0,21.3,53033025602
128.807,26.62,2.55,5.66,39.83,6.81,3.91,114.834,2.503,27.843,0,0,0,42.2,53033025702
69.817,82.29,3.76,16.88,36.34,17.86,15.46,90.184,3.237,48.32,0,0,0,24.3,53033025703
88.281,56.69,3.62,11.1,35.03,3.5,5.89,79.995,4.013,59.777,0,0,0,21.3,53033025704
85.667,54.72,4.61,8.24,25.48,16.49,4.16,94.313,3.317,29.047,0,0,0,42.2,53033025803
91.891,21.32,1.84,5.73,23.28,3.04,9.74,108.679,4.603,34.91,0,0,0,42.2,53033025804
79.486,42.43,1.46,9.35,30.65,12.25,11.26,86.089,4.333,60.95,0,0,0,24.3,53033025805
102.784,45.84,4.63,11.05,37.53,13.13,5.91,79.712,2.96,56.933,0,0,0,24.3,53033025806
114.277,18.48,0.0,8.93,42.15,24.55,3.38,96.297,5.903,27.047,0,0,1,70.9,53033026001
70.561,83.81,14.72,20.83,24.07,45.49,11.26,86.234,1.913,43.297,0,1,0,53.9,53033026003
116.136,33.29,2.45,6.94,27.25,18.51,3.15,78.554,7.137,61.513,0,0,1,70.9,53033026004
72.857,57.08,0.0,10.54,33.63,30.18,6.33,84.849,6.003,47.27,0,1,0,53.9,53033026101
69.708,39.52,3.29,18.59,30.83,27.34,9.01,110.455,2.303,30.5,0,1,0,53.9,53033026102
75.074,75.15,7.15,12.22,29.07,13.73,16.12,80.644,7.823,61.727,0,1,0,53.9,53033026200
83.958,32.97,3.79,16.88,27.29,12.41,15.22,102.016,8.813,34.263,0,0,0,30.2,53033026300
72.825,51.87,13.47,18.62,21.01,9.59,12.39,81.893,3.01,41.503,0,0,1,61.0,53033026400
68.198,57.86,2.28,23.69,32.83,23.74,12.32,81.858,3.88,46.93,0,0,1,61.0,53033026500
103.068,27.11,5.58,9.82,39.53,5.27,3.25,85.21,2.61,49.45,0,0,0,28.9,53033026600
71.316,51.8,2.09,13.65,27.44,8.03,13.04,83.618,2.62,43.02,0,0,1,61.0,53033026801
79.587,44.09,0.0,21.37,24.41,4.94,10.59,77.679,2.443,47.78,0,0,1,47.6,53033026802
93.523,33.68,2.96,18.55,30.98,1.86,4.69,78.194,6.533,41.46,0,0,1,47.6,53033027000
57.813,55.95,1.89,22.51,22.31,18.82,10.68,85.671,5.243,40.827,0,0,1,88.7,53033027100
67.24,50.76,8.88,19.67,22.78,16.91,15.04,79.34,3.19,42.32,0,0,1,88.7,53033027200
96.25,38.04,3.89,26.99,26.68,11.95,12.52,65.897,3.727,54.54,0,0,1,88.7,53033027300
82.171,28.42,6.13,17.13,23.46,2.77,9.55,84.283,7.177,46.87,0,0,1,47.6,53033027400
85.481,38.04,6.92,18.31,22.26,3.24,14.42,78.935,7.483,49.537,0,0,1,86.5,53033027500
89.704,44.89,8.68,16.21,37.34,10.52,11.43,84.721,5.443,46.593,0,0,1,86.5,53033027600
154.712,10.65,2.96,0.77,51.43,0.14,4.2,86.128,6.03,48.877,0,0,1,86.5,53033027800
103.75,26.44,1.77,7.71,43.2,0.41,5.7,103.116,6.427,43.613,0,0,1,86.5,53033027901
64.931,75.3,7.64,13.93,27.14,3.57,13.56,87.692,6.78,44.457,0,0,1,86.5,53033027902
73.846,68.89,11.65,14.58,23.15,24.5,10.46,73.247,4.727,53.543,0,0,1,88.7,53033028000
72.639,56.91,0.41,17.49,24.02,30.67,5.91,79.561,6.553,54.153,0,0,1,88.7,53033028100
68.588,55.53,4.12,11.45,26.62,22.45,8.04,78.71,4.393,48.57,0,0,1,88.7,53033028200
108.819,28.41,7.59,9.39,38.9,9.02,3.2,62.481,7.773,69.877,0,0,1,66.4,53033028300
78.466,58.82,3.11,17.37,22.82,30.55,13.16,77.918,4.307,51.327,0,0,0,37.9,53033028402
65.282,54.71,6.13,12.54,25.54,37.24,9.49,83.663,5.523,51.573,0,0,1,66.4,53033028403
95.833,42.36,6.38,18.1,23.36,6.81,11.51,91.021,7.653,50.15,0,0,0,37.9,53033028500
120.75,22.74,8.2,2.01,54.14,1.82,3.93,127.827,5.743,20.427,0,0,0,24.0,53033028600
132.936,8.27,7.89,9.1,35.63,5.05,3.04,91.408,4.897,40.823,0,0,0,24.0,53033028700
67.091,53.51,5.06,10.57,18.72,12.17,2.22,94.34,5.063,40.66,0,0,0,24.0,53033028801
63.703,67.49,5.87,22.35,19.64,24.63,12.44,80.397,6.26,45.543,0,0,1,66.4,53033028802
86.382,46.22,1.43,4.18,44.3,2.03,5.62,92.223,6.933,38.313,0,0,0,37.6,53033028901
54.743,71.68,7.54,15.53,15.35,21.74,15.71,83.429,4.603,42.897,0,0,0,37.6,53033028902
88.99,34.99,5.37,5.07,34.79,2.09,4.17,71.426,2.91,51.457,0,0,0,37.6,53033029001
75.987,48.49,2.54,19.44,29.63,15.48,14.53,71.184,4.727,43.727,0,0,0,37.6,53033029003
51.91,59.66,4.76,31.77,11.12,5.5,18.32,79.21,3.987,40.003,0,0,1,59.8,53033029004
87.917,33.98,9.84,14.16,35.88,37.18,4.91,70.086,5.31,49.77,0,0,1,59.8,53033029101
72.652,36.53,4.05,19.17,19.97,12.02,8.0,70.253,3.88,49.75,0,0,1,59.8,53033029102
82.739,68.12,8.41,17.07,15.7,8.21,5.93,67.354,8.723,68.16,0,0,1,61.3,53033029203
82.862,41.1,4.34,9.75,38.68,18.44,9.12,80.905,7.58,53.933,0,0,1,59.8,53033029205
58.457,87.43,11.32,18.84,17.05,14.82,16.34,97.858,6.297,41.753,0,0,1,61.3,53033029206
112.13,15.4,5.59,9.36,31.01,5.37,9.5,81.893,3.643,56.153,0,0,1,61.3,53033029207
72.625,81.45,5.71,7.29,24.67,21.48,10.74,87.462,6.057,45.673,0,0,1,61.3,53033029208
111.563,23.39,6.65,6.04,42.51,9.92,7.7,110.682,3.457,34.18,0,0,0,33.6,53033029304
106.25,18.84,4.51,8.85,32.74,11.09,5.28,103.066,4.54,33.457,0,0,0,33.6,53033029305
113.828,20.78,8.91,14.0,30.57,11.98,10.52,113.251,2.903,21.413,0,0,0,33.6,53033029306
133.672,13.28,5.76,2.36,45.91,7.25,4.62,115.395,6.587,18.343,0,0,0,33.6,53033029307
112.708,34.54,0.0,13.21,31.16,5.32,3.3,105.075,6.407,30.083,0,0,0,33.6,53033029308
89.834,46.08,3.66,5.22,48.18,7.87,4.0,107.247,3.047,33.073,0,0,0,33.6,53033029309
105.536,33.51,1.05,11.25,25.97,9.76,6.3,100.687,5.743,26.153,0,0,0,33.6,53033029403
120.795,10.86,4.2,6.92,30.63,9.71,7.97,114.364,3.32,23.907,0,0,0,22.6,53033029405
123.728,17.43,0.0,13.36,37.81,10.26,3.13,105.836,3.88,27.773,0,0,1,34.1,53033029406
67.517,53.5,4.17,11.72,22.81,17.82,5.7,84.63,6.247,49.683,0,0,1,34.1,53033029407
69.135,52.2,7.44,16.5,24.03,14.15,13.6,98.927,1.74,34.813,0,0,1,34.1,53033029408
81.029,65.39,7.15,10.56,25.85,16.22,7.75,84.176,5.807,56.26,0,0,0,31.6,53033029504
61.75,64.08,8.45,10.01,30.7,20.84,14.57,70.582,6.763,67.777,0,0,0,31.6,53033029505
63.201,84.44,8.97,21.5,10.28,19.06,7.62,91.837,5.2,53.973,0,0,0,31.6,53033029506
115.491,17.25,0.0,13.92,25.34,1.41,7.68,111.829,0.92,31.647,0,0,0,31.9,53033029507
127.577,20.26,0.0,13.99,29.2,0.56,6.62,106.749,2.383,33.357,0,0,0,31.6,53033029508
132.731,32.45,0.0,16.83,39.23,2.25,3.9,84.624,3.91,47.973,0,0,0,31.9,53033029603
75.179,42.23,2.76,18.03,20.46,16.6,3.86,103.808,2.99,44.713,0,0,0,31.9,53033029604
67.686,58.95,12.01,9.46,17.4,8.15,10.02,75.106,6.903,57.177,0,0,1,43.7,53033029701
80.828,39.33,3.85,13.13,31.18,22.01,10.85,66.605,10.07,65.567,0,0,1,43.7,53033029702
82.147,91.29,8.85,18.18,28.05,9.92,13.27,100.085,3.11,32.997,0,0,0,23.6,53033029803
144.741,21.36,0.94,10.63,36.26,8.87,6.81,85.29,4.243,58.23,0,0,0,23.6,53033029804
99.756,16.09,3.99,12.48,23.01,10.52,5.59,116.044,0.15,21.72,0,0,0,23.6,53033029805
108.32,30.42,0.45,11.14,43.68,5.22,2.44,103.3,2.787,30.143,0,0,0,23.6,53033029806
94.167,25.86,0.0,8.42,21.82,11.76,4.69,99.208,3.347,32.647,0,0,1,61.6,53033029901
145.644,8.88,0.0,8.46,37.26,4.0,4.53,74.75,6.503,43.933,0,0,1,61.6,53033029902
81.733,40.4,4.34,13.25,27.96,7.44,11.94,86.125,4.587,55.65,0,0,0,26.4,53033030003
90.038,29.29,1.97,15.95,20.63,7.11,14.47,63.08,4.67,52.897,0,0,1,50.3,53033030005
52.224,72.97,6.05,16.74,22.42,22.44,19.34,77.494,2.66,41.66,0,0,1,61.6,53033030006
48.23,92.61,9.39,21.24,20.21,45.54,13.64,79.058,3.247,40.89,0,0,0,26.4,53033030007
65.403,52.98,3.43,12.73,25.43,18.62,5.29,73.334,5.233,54.1,0,0,0,26.4,53033030008
100.217,41.0,14.08,3.56,30.02,13.15,3.16,93.998,7.097,22.287,0,0,0,26.3,53033030101
114.306,9.61,10.5,6.27,53.85,0.0,7.91,77.494,2.66,41.66,0,0,1,50.3,53033030102
87.464,30.41,2.78,12.34,17.48,13.43,8.39,86.011,6.45,52.537,0,0,0,26.3,53033030201
70.833,62.95,1.48,12.92,21.41,17.4,18.36,72.553,3.677,38.763,0,0,1,43.6,53033030203
71.612,32.74,4.53,15.69,33.39,10.23,7.67,79.121,6.01,48.51,0,0,1,50.3,53033030204
77.162,42.6,3.6,8.47,25.46,19.92,6.18,83.313,2.57,49.237,0,0,0,38.8,53033030304
80.223,26.84,8.01,3.14,45.91,7.9,2.42,106.539,6.953,28.15,0,0,0,26.3,53033030305
112.355,17.08,4.3,7.42,40.61,11.31,4.89,91.417,4.76,35.623,0,0,0,26.3,53033030306
86.983,53.66,3.79,13.42,31.61,23.89,5.86,94.746,3.353,40.423,0,0,0,40.0,53033030308
89.73,64.49,4.8,4.41,35.93,28.15,6.09,65.498,3.473,57.8,0,0,0,40.0,53033030309
107.045,26.37,2.48,7.14,25.91,10.87,7.3,93.187,5.367,32.527,0,0,0,40.0,53033030311
50.929,66.6,2.91,10.27,18.73,17.81,10.53,81.724,4.8,51.377,0,0,1,43.6,53033030313
58.583,53.14,3.72,4.65,33.15,18.06,9.52,70.497,3.063,64.68,0,0,1,43.6,53033030314
109.279,16.62,0.0,5.97,38.72,12.51,1.47,95.769,4.147,31.427,0,0,0,38.8,53033030403
109.957,18.89,2.97,6.11,27.13,1.32,5.33,98.69,2.543,24.187,0,0,0,38.8,53033030404
97.619,15.23,0.0,16.47,26.46,0.0,2.06,94.55,4.503,30.813,0,0,0,38.8,53033030405
100.188,32.79,5.87,7.79,27.36,6.84,7.27,101.479,2.95,23.54,0,0,0,38.8,53033030406
96.86,36.5,5.88,17.22,28.51,13.83,9.09,82.912,2.927,38.207,0,0,1,43.6,53033030407
30.327,89.85,15.52,7.6,15.74,10.6,12.04,96.92,5.873,39.037,0,0,1,61.6,53033030501
68.927,53.31,9.23,13.36,24.4,17.34,4.18,62.448,9.253,61.367,0,0,1,43.7,53033030503
76.19,54.92,8.39,11.75,16.88,16.38,8.72,70.965,8.497,51.44,0,0,1,30.1,53033030504
83.375,45.48,5.81,8.85,18.46,4.79,7.83,77.141,4.197,51.513,0,0,1,30.1,53033030600
61.269,54.79,0.0,17.76,14.44,13.8,12.36,75.237,4.933,47.293,0,0,1,44.7,53033030700
63.908,48.82,4.55,29.48,9.97,13.5,13.25,75.433,2.067,41.84,0,0,1,44.7,53033030801
78.427,47.58,4.44,16.68,14.63,3.2,7.46,65.351,2.953,44.26,0,0,1,44.7,53033030802
86.602,23.15,1.76,20.76,14.58,14.82,8.03,79.629,2.897,38.453,0,0,0,38.8,53033030901
77.361,51.31,4.14,9.47,20.31,7.82,5.84,86.822,3.093,30.287,0,0,0,38.8,53033030902
131.316,14.74,2.05,4.59,53.21,9.52,3.49,75.112,3.253,44.86,0,0,0,29.4,53033031000
76.031,57.83,1.01,10.91,20.99,5.02,11.01,82.738,4.773,39.827,0,0,0,29.4,53033031101
70.877,29.17,4.31,8.82,15.81,2.23,13.3,95.258,2.5,40.05,0,0,0,29.4,53033031102
104.053,18.23,10.38,11.71,24.68,2.88,14.65,129.516,5.557,9.22,0,0,0,31.0,53033031202
118.966,6.84,0.57,5.92,37.19,0.39,1.98,97.769,1.737,37.99,0,0,0,18.6,53033031204
93.963,44.83,4.2,11.55,25.49,0.57,10.03,86.2,3.66,40.767,0,0,1,30.1,53033031206
99.193,18.99,4.16,8.52,35.33,0.0,7.01,84.509,6.133,48.41,0,0,1,30.1,53033031208
120.583,9.51,12.17,7.67,27.01,0.0,3.56,110.094,6.673,23.01,0,0,0,31.0,53033031301
93.482,22.96,5.16,4.57,24.08,1.33,3.17,119.128,9.01,18.527,0,0,0,31.0,53033031302
132.747,27.84,4.48,4.88,37.51,0.02,3.59,106.039,9.237,16.9,0,0,0,31.0,53033031400
96.304,21.05,4.08,2.77,29.9,0.0,4.79,144.188,10.06,17.42,0,0,0,16.5,53033031502
123.313,11.31,0.0,7.62,32.11,0.76,1.79,128.028,2.483,12.75,0,0,0,18.6,53033031601
135.556,8.14,0.8,1.71,48.62,0.29,2.0,138.421,2.283,13.067,0,0,0,13.9,53033031604
149.0,11.31,3.93,0.77,50.42,0.44,4.87,124.996,1.25,13.183,0,0,0,18.6,53033031605
115.917,29.24,4.83,12.54,23.23,6.19,6.55,113.835,1.357,21.273,0,0,0,24.2,53033031704
151.182,13.26,3.06,12.33,34.71,8.48,3.43,122.985,1.753,18.427,0,0,0,25.9,53033031705
158.333,3.86,10.3,6.42,54.47,30.71,3.43,111.256,1.357,18.65,0,0,0,24.2,53033031707
90.701,18.44,4.07,8.37,30.81,3.62,13.97,129.914,5.043,16.783,0,0,0,24.2,53033031708
133.304,7.91,0.0,4.92,35.17,0.93,3.39,119.794,2.377,23.057,0,0,0,25.9,53033031709
117.5,37.47,0.0,2.98,28.61,3.72,9.51,134.212,2.773,10.357,0,0,0,25.9,53033031710
141.307,5.52,3.53,3.33,37.47,5.21,1.97,128.153,3.607,22.113,0,0,0,22.6,53033031800
130.259,8.52,2.63,3.28,48.12,0.2,2.27,109.273,4.057,14.33,0,0,0,19.0,53033031904
114.306,9.1,6.42,7.69,40.91,1.54,1.4,118.054,5.143,20.707,0,0,0,19.0,53033031906
89.31,45.87,8.67,7.12,41.64,13.01,10.2,121.485,2.92,18.683,0,0,0,21.2,53033031908
99.605,39.8,2.0,3.78,46.97,14.62,10.86,117.259,7.073,24.58,0,0,0,21.2,53033031909
113.947,11.77,0.86,4.6,55.23,4.05,1.31,137.454,5.67,19.667,0,0,0,21.2,53033031910
150.904,4.48,5.9,0.99,47.59,3.84,2.41,105.854,5.317,22.247,0,0,0,19.0,53033031911
96.97,15.55,1.18,13.0,27.6,1.36,4.72,157.239,1.167,10.687,0,0,0,21.3,53033031912
172.148,8.65,2.44,2.91,48.92,0.1,0.05,125.954,1.033,11.603,0,0,0,21.3,53033031913
116.544,18.34,4.57,4.89,42.29,3.65,3.82,124.809,6.413,12.373,0,0,0,19.0,53033032002
146.25,7.23,0.39,2.25,46.5,0.62,2.01,143.291,2.89,13.633,0,0,0,15.4,53033032003
118.15,9.9,5.26,5.38,26.45,6.15,4.24,128.267,2.003,23.61,0,0,0,25.9,53033032005
116.118,20.1,2.95,2.46,31.97,5.51,2.66,119.654,1.753,19.56,0,0,0,25.9,53033032006
129.861,19.5,10.19,5.81,40.06,1.9,0.66,127.09,2.59,11.373,0,0,0,13.9,53033032007
136.607,7.29,1.84,3.5,39.79,0.24,2.2,138.071,1.937,13.35,0,0,0,13.9,53033032008
126.513,16.93,0.67,1.56,47.4,0.23,3.44,141.435,2.327,10.137,0,0,0,13.9,53033032010
152.143,14.98,4.34,7.4,48.24,2.43,3.66,132.892,1.103,10.787,0,0,0,13.9,53033032011
162.667,3.74,4.1,2.33,58.57,0.43,3.71,160.594,3.22,36.537,0,0,0,15.4,53033032102
114.578,52.39,5.79,5.37,58.46,1.67,2.61,164.069,3.067,39.29,0,0,0,9.8,53033032103
127.713,40.15,3.35,2.16,65.3,1.88,3.0,130.016,3.3,32.093,0,0,0,17.8,53033032104
204.107,10.76,9.52,3.31,71.2,0.27,0.93,182.245,2.3,15.773,0,0,0,9.8,53033032207
180.081,21.27,1.29,3.19,75.62,1.91,0.67,198.772,2.003,15.16,0,0,0,13.5,53033032211
236.696,3.23,2.42,4.38,68.69,1.15,1.61,169.799,2.75,29.837,0,0,0,13.5,53033032213
250.001,7.58,2.5,1.16,88.1,2.55,1.09,222.997,3.92,13.767,0,0,0,13.5,53033032215
234.743,15.0,0.6,3.5,70.56,0.0,9.87,220.835,3.113,18.267,0,0,0,0.0,53033032216
230.208,16.73,0.0,0.4,83.01,1.55,0.99,203.44,5.387,16.497,0,0,0,0.0,53033032217
168.75,14.26,1.53,5.21,59.17,3.59,0.62,185.729,4.927,27.883,0,0,0,9.8,53033032218
173.0,51.62,3.97,1.49,74.6,0.22,1.28,144.595,3.673,39.547,0,0,0,9.8,53033032219
150.458,51.99,3.7,3.95,70.79,4.88,1.54,164.026,3.253,37.897,0,0,0,12.5,53033032220
203.611,17.47,2.61,1.48,82.05,0.0,0.72,164.468,2.867,33.973,0,0,0,12.5,53033032221
106.25,46.7,2.48,0.62,69.6,8.2,1.04,207.092,1.237,11.393,0,0,0,9.8,53033032222
204.5,9.68,0.0,3.54,68.68,0.02,3.65,151.694,1.767,27.41,0,0,0,9.8,53033032223
223.065,21.54,4.48,2.04,86.74,0.24,1.05,208.018,2.25,17.6,0,0,0,13.5,53033032224
209.231,16.53,4.86,1.52,87.25,0.0,0.92,235.936,2.527,14.707,0,0,0,0.0,53033032225
166.784,10.38,0.69,1.95,60.91,0.0,2.06,210.792,1.63,6.827,0,0,0,13.7,53033032307
180.625,10.61,2.63,6.38,59.3,0.95,6.72,170.963,2.983,8.37,0,0,0,13.7,53033032311
141.532,68.13,8.11,4.36,72.42,1.38,3.29,137.115,5.34,64.933,0,0,0,13.3,53033032313
189.464,5.68,1.91,2.57,60.29,0.0,0.7,177.398,3.503,20.117,0,0,0,13.9,53033032315
225.046,9.19,1.24,0.73,80.48,0.79,3.94,188.86,1.96,27.463,0,0,0,11.0,53033032316
212.216,10.46,0.98,2.05,72.39,0.0,1.34,232.368,0.613,13.33,0,0,0,11.0,53033032317
237.315,15.8,0.0,1.42,82.41,0.0,2.31,215.498,2.36,12.06,0,0,0,11.0,53033032318
105.911,57.42,5.8,1.03,53.9,1.8,5.11,167.058,1.507,23.39,0,0,0,0.0,53033032319
230.75,4.31,0.0,0.27,73.31,0.94,1.0,137.517,2.743,31.587,0,0,0,0.0,53033032320
250.001,7.3,4.81,0.9,84.11,0.0,2.95,192.881,4.177,23.797,0,0,0,0.0,53033032321
221.0,5.56,2.26,0.73,79.44,1.35,5.71,224.248,5.557,17.28,0,0,0,0.0,53033032322
220.713,35.46,5.99,2.69,74.86,2.08,2.48,143.353,6.293,56.073,0,0,0,13.3,53033032323
153.007,42.29,3.95,3.1,65.81,3.72,8.66,137.252,6.37,75.217,0,0,0,0.0,53033032324
123.634,52.79,7.89,0.0,73.0,0.36,3.53,169.475,4.707,59.157,0,0,0,13.3,53033032325
202.031,9.08,5.87,6.51,68.51,0.0,4.13,195.262,3.547,15.557,0,0,0,0.0,53033032326
144.073,5.65,2.39,3.29,68.56,0.55,3.98,194.948,4.52,24.68,0,0,0,0.0,53033032327
228.611,2.19,2.83,1.28,70.89,0.0,0.0,174.782,5.267,44.363,0,0,0,13.9,53033032328
153.417,73.14,7.04,2.08,81.98,6.72,2.78,164.018,4.64,44.38,0,0,0,0.0,53033032330
134.704,99.72,4.18,1.34,75.2,1.82,7.07,147.223,5.457,43.883,0,0,0,16.7,53033032331
222.813,30.8,0.0,0.0,84.76,0.24,1.49,177.561,4.303,14.0,0,0,0,13.9,53033032332
160.0,34.16,7.69,0.52,75.78,1.67,3.95,198.499,1.74,12.88,0,0,0,13.9,53033032333
147.847,8.19,6.02,1.38,59.25,0.0,1.65,153.192,2.613,8.883,0,0,0,22.8,53033032401
134.878,10.39,2.82,3.87,46.86,0.68,5.41,165.77,5.207,16.01,0,0,0,22.8,53033032402
159.345,7.82,6.82,5.66,51.27,0.48,5.3,157.396,3.583,8.087,0,0,0,13.9,53033032500
124.914,19.27,8.88,9.14,38.03,0.0,2.92,200.771,5.617,9.487,0,0,0,12.5,53033032601
230.142,2.6,2.08,1.3,70.44,0.0,0.18,165.695,7.883,15.043,0,0,0,12.5,53033032603
186.194,12.4,3.83,0.57,69.2,1.99,0.2,176.164,7.963,16.777,0,0,0,17.1,53033032604
185.978,13.46,10.94,0.87,68.25,1.96,1.94,206.649,2.84,10.823,0,0,0,17.1,53033032605
112.371,34.27,10.87,5.27,34.75,0.0,4.53,189.029,2.573,11.763,0,0,0,17.1,53033032703
150.75,20.29,1.81,5.71,53.07,0.22,13.5,149.742,4.9,21.83,0,0,0,16.5,53033032704
150.662,18.82,0.0,2.46,55.84,0.0,0.28,149.772,5.503,22.32,0,0,0,16.5,53033032705
149.155,5.6,25.7,3.09,39.29,1.26,0.84,137.928,4.227,24.46,0,0,0,17.1,53033032706
117.656,12.77,31.8,4.22,43.82,0.27,2.89,153.083,11.443,11.237,0,0,0,17.1,53033032800
