Med_HHD_Inc_Thousands_ACS__,pct_Renter_Occp_HU_ACS__,pct_Vacant_Units_ACS__,pct_Not_HS_Grad_ACS__,pct_College_ACS__,pct_NH_Blk_alone_ACS__,Pct_No_Health_Ins_CALCULATED_ACS__,Med_HHD_Inc_Thousands_ACS___Neighbor_Avg,pct_Vacant_Units_ACS___Neighbor_Avg,pct_Renter_Occp_HU_ACS___Neighbor_Avg,GIDTR
-1.5933152,-3.722713,-0.85493606,3.0787754,1.1384025,0.34290963,-0.7165854,8.769307,-5.2368116,-2.8133805,53033011901
7.388547,-0.27263042,4.823278,6.7006702,2.9789057,15.173807,2.68474,8.548491,-2.8599985,-4.252468,53033011902
0.9597315,-3.3851528,0.64611095,-1.4428238,-0.029120099,-1.7659581,0.33228615,-1.0743076,-2.1297355,-2.6847548,53033020100
0.034397367,-1.956263,0.6628577,-1.8254181,-1.2146908,-0.31547362,0.63226926,-0.5660584,-2.2658532,-2.6991065,53033020200
2.7191093,3.740485,-0.46113124,-1.0516932,3.9032776,0.47399417,-0.7819255,8.804536,-1.3674272,-2.684574,53033020301
2.733656,-1.4935763,0.64670837,0.22731851,3.9038017,-0.5308911,1.7907517,6.866671,-2.7270594,-0.0857999,53033020302
2.3570676,-1.6390897,0.17421764,-1.1792477,3.1390498,-0.12624724,3.02241,7.6276646,-0.1279372,0.24900131,53033020401
0.43719023,-1.7651405,-0.042227678,-1.9548278,-1.2810922,-1.3464725,0.6856942,-9.10103,-2.756228,-1.8268654,53033020402
0.09140736,-1.3237592,0.21287724,-1.6743013,-0.9583687,0.008792251,0.4717997,-0.22007488,-2.0739117,-2.1524482,53033020500
-2.8764927,-3.4504907,-0.5385226,-2.1451197,1.7801217,1.3558724,0.6587329,6.0660663,-3.7549183,-1.6281499,53033020600
1.4504248,-1.3205923,-0.017199965,-1.880986,0.7674837,2.137799,1.5642968,-1.7483866,-3.6673856,-4.1911373,53033020700
-4.3646793,-2.3118272,0.16993308,-1.9429308,-1.9908165,-0.91386527,0.507435,6.7290864,-2.7261264,-2.3706431,53033020800
0.69964707,-2.9616323,-1.8972503,-2.379047,0.9539401,0.006463371,-0.6765254,9.053863,-3.1719437,-4.0445285,53033020900
0.7528842,-0.8371308,-1.0843002,0.3073466,1.7337875,4.1808324,1.0212991,-2.9291723,-3.8532333,-3.0047257,53033021000
0.41520533,-1.7285374,-0.74872035,-1.5048311,-1.2351724,-1.6677195,1.0006733,4.0714536,-1.6804681,-2.394141,53033021100
3.0430129,-2.2181377,-1.4918312,-2.5032153,-1.9405581,-1.2423916,1.9802179,0.60096335,-3.0217047,-3.7836382,53033021300
-4.569451,-2.4096687,0.43276513,-0.84312165,0.1318112,-1.2207766,0.14561656,-6.453199,-2.718029,-2.0396457,53033021400
-4.79712,-3.628786,0.007848342,-0.7978785,-0.23038483,-2.236935,0.12925765,-2.794394,-3.0071027,-2.5620897,53033021500
0.21525562,-1.5960298,-0.2074453,-1.3843092,-1.706815,-1.1670732,0.23243465,-8.896687,-1.8292743,-1.9178249,53033021600
-5.1841326,-2.409045,-3.5693674,-1.9850987,-0.51174927,-2.2863252,0.01965218,1.3960072,-2.4137928,-0.76793164,53033021701
3.0404973,-3.1061532,0.4488236,-2.1014404,-0.9848662,-0.7562609,-0.29365668,-8.441459,-2.1245708,-2.9962513,53033021702
-0.44477138,-1.4927295,-0.01887633,-2.072334,-1.3557669,-3.7168531,0.36383542,-0.0043960554,0.4064587,-1.5287628,53033021802
-0.11987132,-2.2020774,-0.8079224,-0.90019524,-0.9445463,-3.0868251,-0.2920483,-1.6320881,-1.2143803,-0.8496224,53033021803
1.152562,-2.8706021,7.56183,-1.5850949,-2.021588,-3.5582345,0.71430767,-1.6686466,-4.1296544,-3.6461213,53033021804
1.8438498,-2.6894631,-0.9970779,-1.7513946,0.9620559,-0.8921821,-0.38266635,-3.4081776,-3.7118235,-4.047059,53033021903
-0.72747743,-2.4647746,-1.3699691,-0.6449117,-1.5129663,-2.6655517,0.525408,-1.6356882,-3.604098,-2.3579013,53033021904
-0.042845547,-2.1852553,-1.2952421,-1.393352,-0.28987354,-1.649913,1.8526964,-5.1439686,-1.9688854,-3.3821592,53033021905
-0.22969867,-1.7703758,-0.09436442,-1.4067161,-0.10653441,-3.043638,0.0048150197,-3.5113852,-1.7326103,-2.9507668,53033021906
0.3893916,-0.7874415,-0.9636682,-1.6018459,-0.16429517,-1.5788654,0.79774475,-6.164593,-1.5388683,-1.7450125,53033022001
-0.97573864,-1.0360407,-0.66182923,-1.3539861,-1.0930198,-1.3329116,-0.56557053,3.3995118,-1.8409878,-1.7045333,53033022003
2.155146,-1.4615307,-2.992393,-1.7430356,-1.82656,-2.9984426,0.76168734,2.475744,-2.1044443,-0.20264727,53033022005
1.0708503,-1.1865302,-1.5273072,-1.9620434,-0.55008966,-2.841447,0.45200017,-3.4548104,-2.2004035,-0.5050368,53033022006
-5.2336206,-3.5908928,0.2149105,-1.6382762,-0.37815815,-2.202529,0.3174513,-0.20548502,-2.874322,-2.7361257,53033022101
-4.330145,-2.9196372,-0.22470975,-1.9761629,-1.3672347,-2.9582195,-0.1680162,1.4465154,-2.7408648,-3.0515625,53033022102
0.6317804,-0.50510776,0.82304657,-1.5257214,2.0144472,-1.5852672,0.7286881,-9.759952,-2.5800698,-2.5463684,53033022201
-0.6260996,2.7869868,-0.87859607,-2.2838356,-0.7046318,-3.0636287,-0.3048027,-6.0849786,-1.0937821,-1.8910046,53033022203
-1.000166,-1.3320109,1.5317966,-1.6215973,0.19087745,-1.4648751,0.5962634,-2.8181396,-1.6712842,-0.5333549,53033022204
0.84265643,0.25271672,-2.0570202,-1.6362178,-0.46378478,-2.9766529,-0.42719454,-1.0445971,-2.3804672,-3.3403664,53033022205
-3.8121767,-3.1910334,-3.8671043,-2.4005349,-1.5421891,-2.2792912,-0.24556905,-6.1173816,-3.4115365,-2.8383076,53033022300
-3.0985727,0.5181667,1.3850058,-1.0686771,0.16626795,-1.0399457,0.8284514,-9.372015,-2.354249,-1.3627272,53033022401
-0.76433164,-1.7445914,-0.54740375,-0.33704033,2.3929098,-1.1767833,0.67481565,-8.919386,-1.7149872,-1.2923967,53033022402
-3.663173,-0.0542987,-1.2611471,-1.3605068,-0.019364636,2.313376,1.7938167,-9.988979,-0.6250954,-2.3611002,53033022501
-3.5979986,-4.0432053,-4.015076,-0.054042343,-0.526055,-1.8958598,-0.5050846,-12.316128,-2.30074,-2.2807436,53033022502
-3.270284,-0.8236372,-0.043572918,-1.1092036,0.46349147,-1.6787406,-0.24250026,-8.242992,-1.3667887,-2.2266943,53033022603
-3.249945,-1.772447,-0.46789327,-0.9229789,-0.42061725,0.56941223,0.32288888,-10.364139,-0.8215685,-1.8512857,53033022604
0.669947,-1.9480225,-0.8144357,0.05967245,0.9550405,-2.555415,-0.18006851,-8.822626,-5.1425724,-3.3191895,53033022605
-0.68856764,-1.0475298,-0.91845727,-0.8460675,-0.26272872,-1.8370795,0.3738991,-9.180535,-1.9612305,-1.0063792,53033022606
-4.544078,-0.16196586,-3.6444402,-1.9189751,-0.9407955,-1.5777978,-0.37377104,-14.642633,-2.5974326,-2.885258,53033022701
-4.6301727,-2.8739438,0.6004942,-1.8086076,-0.99512666,-2.7483149,0.2192984,-13.019808,-3.3717668,-1.5392047,53033022702
-3.6617656,-3.2359288,-0.008451349,-1.6392677,-0.74223995,-2.63861,-0.94342464,-10.932884,-2.8617566,-3.3270948,53033022703
-3.5960157,-0.21239153,-1.0930235,-0.6095677,0.13862826,-2.6627715,0.7129205,-8.776348,-1.9911746,2.070518,53033022802
-4.5974603,0.78813356,-0.66477597,-1.4195669,-0.7104111,-0.12852612,0.08660321,-9.884705,-2.6777906,0.12701787,53033022803
0.7868657,4.615994,-0.978091,-1.0101967,-1.100822,-0.9737944,0.09879285,-11.938629,-2.485387,-0.7345407,53033022804
-0.0006040854,-0.36313176,0.47152963,-0.11845048,0.8467309,-1.5552249,0.9341696,-9.8151455,-2.4687595,-1.5789144,53033022805
-2.2408261,-2.9433484,-0.9783331,-1.6285864,-0.038076524,-2.562034,1.2253631,-10.625918,-2.2082038,-0.4498182,53033022901
-3.0834403,-0.39578685,0.23897028,-2.1207001,-0.60211843,0.16175011,0.47452655,-10.197411,-2.5629098,-1.347125,53033022902
-2.3090408,-0.07386393,0.33801416,-1.285908,-0.14563876,-2.0672493,0.07771936,-10.729603,-1.977823,-2.0998325,53033023000
-4.732219,-0.6364572,-0.65070087,-1.3429455,-0.72440517,-1.6977719,0.3044004,-6.060448,-2.6504798,-0.67044985,53033023100
2.017449,-1.0699146,-3.2366138,-2.2433498,-1.2230304,-3.4683652,0.54872185,-2.8948896,-2.9430232,-1.4379824,53033023201
1.3507537,0.3344069,-3.1682003,0.24519673,-1.1514755,-1.0928713,-1.0970204,-5.1320467,-4.9213815,-3.7013607,53033023202
-0.6013429,-2.7057858,-2.249199,-0.78686076,-1.5496613,1.4636183,-0.3932015,-2.1573286,-3.9176998,-1.6845896,53033023300
-0.3381593,-0.7828621,-1.0393007,0.29113308,1.0944402,1.3141339,1.384248,-5.792893,-3.0692158,-1.6312851,53033023401
-1.1364087,-2.104675,-0.6194465,-0.30824012,0.2979686,0.41756004,0.6726806,-9.616038,-2.6637366,-0.7629801,53033023403
-0.72139066,-2.8656073,-0.25204352,-1.4479516,0.3435037,-1.0661361,0.5039636,-9.875658,-1.1157101,-0.8310617,53033023404
-1.8543154,-2.1920338,-1.9535044,-1.0792723,-0.36735138,-0.43891758,1.6431303,-6.4163747,-2.3119292,-2.2711053,53033023500
-3.052008,-2.7676828,-0.68490076,-2.735756,-0.8450662,-3.142023,1.9613109,-8.206576,-2.9078941,2.273373,53033023601
-1.4042096,-0.50233406,-0.5481137,1.0539726,-0.09919415,-2.882104,-1.2340572,-3.1405904,-5.975533,-2.3093648,53033023603
0.7446678,-2.8723373,-3.0539095,-0.80327815,-0.019833514,0.6156716,0.3695855,-11.442787,-3.139429,-0.2792466,53033023604
-1.3674294,0.39439297,-0.6409847,-1.1456366,2.0147727,-1.8076761,1.097354,-10.005984,-2.022487,-1.5605178,53033023701
-0.6770231,4.1023545,-1.642105,0.150826,0.39377362,0.33823717,1.167728,-13.409052,-2.3505929,-0.46511722,53033023702
-0.4663416,-1.0361241,-1.2208616,0.57915395,0.30061427,-0.9095167,-0.7180389,-7.596724,-4.8080196,-3.3397088,53033023801
-5.5486193,2.6850529,-5.6042175,-2.655117,-0.9319595,-3.497757,0.9429833,-16.928312,-4.8416166,3.7002082,53033023805
-4.3425565,3.1176727,-5.212902,-4.486629,-1.1615496,-1.6477402,-0.4715393,-19.396137,-4.9552455,6.555609,53033023806
-5.865157,2.7168047,-5.23182,-2.0157645,-1.0989132,-0.28789085,-0.5599561,-19.680084,-4.454529,4.934958,53033023807
-1.2226369,0.9515746,-5.6090035,-3.1674807,-1.6860996,-0.8841919,0.35350913,-19.95058,-5.146432,5.6196785,53033023808
-0.15245643,-1.796355,1.9870331,-1.66307,-0.38454896,-1.5034021,0.6512127,-2.610822,-1.6865895,0.31421632,53033023901
-5.0555534,-4.8413877,-1.1068622,-1.0090934,-1.3171096,-1.1665083,-0.49307796,-11.406045,-2.4983382,-2.4661982,53033023902
-4.2313123,-0.64130896,-3.8977172,-2.4434497,-0.8375511,-2.0522387,-0.24855864,-15.412662,-3.7302232,1.5487951,53033024001
-6.205811,-0.6127751,-2.8716536,-3.898625,0.6035581,-2.5222712,-1.2071501,-16.145155,-4.269641,3.8459973,53033024002
-3.5001254,-2.6987789,-2.5825076,-1.956869,0.55267805,-2.1229348,-0.46627098,-13.272353,-3.09102,-3.1099484,53033024100
-4.065944,-2.2733715,-1.4389791,-1.9645352,-0.17546986,-2.0087621,-0.17147094,-12.35368,-4.5796576,-2.2702453,53033024200
1.3897419,-1.2085027,-4.979294,-2.6929507,-1.36143,-1.047498,-0.02184283,-14.924121,-2.8461971,-3.5791807,53033024301
-2.3344991,1.9137774,-1.2877389,-2.009238,-0.49028698,-2.9455066,0.27357367,5.0182095,-2.6279387,-0.26820463,53033024302
0.26073393,-0.17154483,-4.846123,-2.1540506,-0.7112595,-3.68994,-0.18214399,-15.663714,-2.5382097,-3.7689981,53033024400
-5.246675,-3.2177596,-1.195755,-2.138986,-2.518714,-2.5357845,-0.1412284,-10.671958,-2.0607429,-1.6288109,53033024500
-2.7997541,-1.3310591,-0.14606865,-0.33347425,0.91140807,-1.4080079,0.39802477,-11.805335,-2.728687,-1.6932299,53033024601
-3.7125964,-2.5184538,0.5200751,-1.6546291,0.95759696,-1.7513596,0.91482097,-9.438549,-1.7573174,-1.8342407,53033024602
0.78554046,-1.4934065,0.056630846,-1.3721521,-0.8354734,-0.6032345,0.98103315,-13.472125,-1.9650075,-2.595648,53033024701
-3.045855,-2.4649773,0.69119084,-0.87993914,-0.49361524,0.10694437,0.035742454,-10.10974,-2.4599602,-1.6025256,53033024703
-4.0942726,-0.33261624,0.69596684,-1.551691,0.04168577,-1.0058923,0.22148003,-9.862087,-2.5538356,-1.6389228,53033024704
0.53385675,-0.27090517,-0.31258047,-0.5155556,-0.41671932,-1.5853696,0.48045167,-7.579027,-1.473564,-0.5194302,53033024800
-2.209355,-0.98927295,0.020469116,-0.1304537,1.6949707,-1.0380713,1.4971672,-9.853381,0.9981202,-0.567952,53033024901
-1.6839967,-0.9086576,-0.44892374,-0.9025871,2.7589467,1.4517205,0.5073086,-10.750637,-0.861484,-0.61425567,53033024902
-2.9944646,-0.6072885,-0.26126578,-1.0819885,1.5979252,1.9532858,0.08145584,-10.681384,-2.2225547,-0.5478945,53033024904
-1.2429874,-1.9541487,4.4537444,-1.9790689,1.9274572,-1.4795139,-0.088891774,-11.391912,-1.8302628,-0.7713237,53033024905
-2.9357724,-1.1146988,-0.41112766,-1.4311657,-0.26756513,0.7028505,1.0123267,-11.693224,-2.3657832,-1.5440141,53033025001
-1.8500128,0.25357422,-0.3417629,-0.94170713,-0.3104285,-0.56313986,0.28404427,-8.986498,-1.8640993,-1.1929959,53033025005
-1.9098788,-0.046898317,0.7487286,-1.0092165,-0.37940556,-2.2859554,1.4155403,-5.6812196,-1.5093391,0.15876919,53033025006
0.6889548,-0.58433384,-0.29013258,-1.2717031,-0.35572731,0.17534362,0.28048834,-11.492021,-1.2891709,-2.1093354,53033025007
-3.5637472,-2.0766523,0.39264745,0.55962545,0.7309669,-1.115685,0.68842494,-10.662456,-1.3522238,-1.2181834,53033025008
-0.3331406,-0.72472984,1.5140879,-1.8355135,0.6784948,-1.5160092,-1.8679113,1.5829738,-1.6023123,-3.4795454,53033025101
-0.522271,-1.6575786,0.39711276,-2.0894065,-0.6272577,-1.1955718,0.8007378,3.9779491,-2.7215354,-2.603917,53033025103
-0.4147817,-3.39267,-0.08154677,2.191078,1.3439571,0.9636507,2.3643596,-6.640044,-4.611423,-2.410991,53033025104
0.37554482,-1.865733,-1.6364546,1.4130108,0.34609362,0.50061643,-1.0994853,5.3448944,-4.4128947,-3.6379647,53033025201
-0.024963656,-1.5817759,-0.1539608,1.9613668,-0.5076724,-1.0615627,-1.0404667,5.8795743,-5.67204,-0.86869025,53033025202
24.558004,7.3140187,-0.30314523,2.7630424,2.545465,3.8144407,-0.6483432,6.9772973,-4.5510073,0.62405366,53033025302
1.1926073,1.2272625,-0.22034894,-3.7642217,-0.64110774,3.295061,-3.5010185,5.9473147,-5.265483,-0.10056272,53033025303
0.7931771,-0.21799918,-0.20350468,-0.52566266,-0.08930977,1.3064176,1.479377,-7.536933,-2.000621,-1.7663934,53033025304
1.9263191,-1.397629,-3.7386324,1.6315812,-0.70411867,0.38502514,-1.9381063,5.6764956,-7.3523183,-2.0003579,53033025401
0.91018605,-0.330667,-0.23343548,2.736126,-1.4640824,2.4306872,-4.3629456,6.215687,-6.1795483,-4.185556,53033025402
1.4980679,-3.0935316,-3.3123875,1.8781978,1.3535261,-0.20551823,-0.86201745,5.140147,-5.580648,-3.6028352,53033025500
1.143613,-1.6664304,0.21758504,2.4444122,-0.7445763,-0.98083025,-1.0473613,5.749089,-6.2479224,-5.4835505,53033025601
-5.5644617,-3.120289,0.065955155,0.70706844,1.717046,-2.0197167,-0.23507713,5.132051,-4.1831355,-2.7860665,53033025602
-0.61879265,1.013827,-0.090407036,-1.2695273,2.0468893,0.2646336,1.8439668,0.62415093,-3.1808727,-2.7613366,53033025702
1.1212811,3.3066926,-1.7889632,2.6975036,0.58485675,4.9842844,-3.318881,5.31121,-5.6196213,-1.5896286,53033025703
0.6767289,-3.3431208,-1.8884865,0.26390833,-0.11091646,-0.4643221,-1.8146045,7.7280536,-5.8723197,-5.157556,53033025704
0.5162222,-3.251497,-1.6291894,0.15663849,1.2255131,2.3242638,2.9027493,7.6404305,-4.2243237,-3.8971343,53033025803
2.0021262,-1.993098,0.108094774,-1.1743726,3.3065686,-0.74106574,-0.5526408,4.5250015,-2.0670774,-2.801166,53033025804
1.1145519,-0.8127508,1.1544492,-0.30553553,1.2873486,2.2963603,-1.6752311,6.7270765,-3.4030035,-1.6110541,53033025805
3.7411106,-1.7800608,-1.8731041,1.136065,2.4864304,2.463974,-0.88353825,7.754693,-4.1925135,-5.1274137,53033025806
4.2102246,-1.2757996,1.0549235,0.83017236,4.4885545,17.126684,7.521142,11.688261,-1.8507279,-2.8668041,53033026001
-0.49566448,2.9921753,2.7706902,5.0233254,0.7683285,4.3172073,-6.827938,3.954065,-8.741565,-3.8967962,53033026003
4.526532,-1.3171569,0.6480669,1.4189204,2.508925,11.1871,6.403457,15.278594,0.9995953,-0.91203433,53033026004
-0.16637991,-1.870935,1.133672,0.7514754,-0.3470169,5.061698,-3.8516247,7.2518835,-6.200561,-0.78432083,53033026101
-0.12360936,-1.780448,-1.0598044,4.589036,1.2145289,5.7736626,-1.9775608,4.826829,-5.608418,-4.390008,53033026102
-0.4438381,0.7487296,-1.5916861,1.2478853,0.9683901,1.8985732,-1.2233487,8.458762,-5.336957,-4.524336,53033026200
-0.117148645,-2.3546429,-1.948832,2.9267359,0.8841548,2.3917654,-0.22526962,3.8288538,-3.970742,-3.7454786,53033026300
1.9768677,-2.0548377,4.396666,8.128532,0.10450794,1.500516,-1.5999949,7.5653014,-6.8911853,-2.7906988,53033026400
2.062063,-0.2652612,-3.3754985,15.117909,-0.0073636463,5.566237,-4.918806,5.453117,-6.9349074,-0.5453497,53033026500
1.3835963,-3.0817492,-1.1465378,-1.1708126,2.9057305,-3.3618298,1.298263,9.065314,-3.8211591,-1.0805082,53033026600
2.2323523,-1.251229,1.3614337,2.508754,2.153298,-0.17840233,-0.69023895,7.8950415,-4.811199,-0.4801247,53033026801
5.0257096,1.3934168,3.6416593,12.917812,3.5243309,1.1586825,1.2111251,11.857185,-3.4714792,1.7557607,53033026802
4.605511,-0.9659254,-0.12592621,8.968983,2.7227793,3.2555053,6.409046,17.972439,-0.5575172,-0.19702406,53033027000
5.682315,-0.60230875,-0.5043278,7.9681587,1.8501345,3.894075,-2.1778991,5.6861014,-6.260234,-2.5438466,53033027100
1.9473093,-1.3416935,-2.4802656,7.843912,2.0191083,3.4829679,-0.17298876,8.131531,-6.0579863,-1.397952,53033027200
3.4845276,-1.1345295,-3.5256531,16.825754,0.87377965,0.44887492,-2.091547,6.685238,-4.802596,-3.8617094,53033027300
3.1465638,-0.2519603,1.9764167,8.353367,4.032058,1.8207346,1.2258434,13.149796,1.5206852,2.0990021,53033027400
2.0681732,-0.73377806,0.14145696,7.270392,5.876558,1.9245155,-0.76245946,13.892276,-1.4135059,-0.4282703,53033027500
3.2705865,0.5052545,0.063690126,6.1659713,4.144621,1.7462642,-0.16430397,9.836671,-3.6078897,1.6731538,53033027600
0.23265907,-0.52614325,0.78974444,0.7840529,1.3921742,2.5989654,7.198087,13.303752,-1.6499019,0.97630155,53033027800
4.3026576,5.0753546,1.642719,2.4472558,4.20386,-1.002211,2.6684732,7.7835326,-0.73894846,-0.3197172,53033027901
3.9244332,2.2968767,-0.60539573,4.6077085,3.3100295,1.6232091,-0.31234956,10.1629,-0.4700925,0.032486714,53033027902
0.37903422,-0.2095945,0.3513288,4.6794925,2.066194,6.564913,-2.7247028,9.53525,-5.810573,-3.018307,53033028000
0.7280858,-1.6879162,0.098052494,4.785007,3.0239987,5.176276,-2.8700683,9.10172,-3.111753,-4.261162,53033028100
0.28046447,-1.6193329,-1.8497938,1.6248096,1.5260599,7.4437747,-2.991671,9.4713955,-2.8610702,-0.7225128,53033028200
1.9275345,-2.1407924,-1.7809284,0.19108073,2.5765948,-3.125536,2.329972,8.93879,-1.3247474,-0.4255398,53033028300
0.4244089,-0.1516865,-1.1516334,2.745405,1.9353396,4.458066,-5.356746,8.809071,-6.1537,-4.2159104,53033028402
0.8984407,-1.6270323,0.9143761,1.554161,1.3988152,5.3131185,-1.3278915,8.313168,-5.5305753,-3.1814055,53033028403
2.002597,-1.1180396,0.4962473,2.6177967,2.0389946,-1.0522928,-1.8620762,6.210291,-3.060656,-4.035612,53033028500
1.1154907,-1.4248173,0.14797084,-0.83262515,-0.6843206,2.012821,2.4389148,-1.5691553,-1.4741422,-1.898802,53033028600
-0.9159798,-2.2017715,-1.8871207,-0.07903175,0.7221818,-1.3438671,1.2372514,7.118825,-3.5365558,-2.3074205,53033028700
1.7395267,-2.919652,-1.5015184,0.5107939,0.32575235,0.021170424,1.7614913,6.332514,-6.154996,-3.4618971,53033028801
1.8367745,-0.4117474,-1.0083194,7.3480787,0.22721726,4.57801,-4.188317,5.763057,-6.1564064,-0.7057964,53033028802
2.6181498,-0.9764906,1.8213325,-1.5621251,3.6450098,2.5845773,2.2951188,10.670832,1.7926067,-0.29275984,53033028901
